CASENUM,VEH_NO,MONTH,HOUR,YEAR,DAY_WEEK,INJURY,REST_USENAME,HELMET,DRINKING,DRUGS,IMPAIRMENT
2.017E+11,1,6,12,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,3,7,21,2017,1,Injury,NaN,NaN,FALSE,FALSE,None
2.017E+11,1,7,17,2017,4,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,7,16,2017,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,15,2017,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,7,15,2017,6,No Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,8,9,2017,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,14,2017,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,8,16,2017,3,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,6,17,2017,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,23,2017,4,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,8,16,2017,7,Injury,No Helmet,FALSE,TRUE,FALSE,None
2.017E+11,1,6,21,2017,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,6,21,2017,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,7,17,2017,7,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,5,12,2017,2,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,7,12,2017,7,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,8,2,2017,6,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,8,14,2017,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,5,14,2017,7,NaN,NaN,NaN,NaN,NaN,NaN
2.017E+11,2,6,23,2017,7,No Injury,NaN,NaN,FALSE,FALSE,None
2.017E+11,1,5,20,2017,1,No Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,2,8,20,2017,3,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,2,6,22,2017,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,8,2017,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,12,2017,5,No Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,13,2017,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,7,21,2017,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,8,19,2017,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,1,8,2017,4,No Injury,No Helmet,FALSE,NaN,NaN,NaN
2.017E+11,1,7,22,2017,2,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,6,15,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,6,16,2017,2,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,2,8,19,2017,2,Injury,NaN,NaN,FALSE,FALSE,None
2.017E+11,2,8,22,2017,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,3,8,22,2017,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,3,8,12,2017,6,No Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,2,8,7,2017,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,3,6,12,2017,2,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,7,18,2017,1,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,7,18,2017,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,23,2017,2,Injury,Helmet,TRUE,NaN,NaN,None
2.017E+11,2,7,20,2017,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,5,15,2017,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,5,14,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,6,1,2017,1,Injury,Helmet,TRUE,TRUE,FALSE,"Drugs, Alcohol, or Medication"
2.017E+11,1,6,8,2017,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,6,19,2017,2,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,22,2017,3,Injury,Helmet,TRUE,NaN,NaN,NaN
2.017E+11,1,5,19,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,5,16,2017,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,6,17,2017,2,No Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,6,17,2017,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,7,18,2017,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,6,12,2017,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,6,7,2017,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,8,12,2017,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,3,2017,7,Fatal Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,8,12,2017,7,No Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,8,19,2017,6,No Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,5,10,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,6,16,2017,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,6,6,2017,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,6,7,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,6,13,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,3,7,10,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,5,0,2017,7,Injury,Helmet,TRUE,TRUE,FALSE,"Drugs, Alcohol, or Medication"
2.017E+11,2,6,18,2017,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,7,15,2017,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,5,8,2017,3,Injury,NaN,NaN,FALSE,FALSE,None
2.017E+11,1,6,18,2017,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,6,3,2017,2,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,6,7,2017,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,18,2017,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,6,17,2017,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,6,8,2017,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,6,16,2017,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,20,2017,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,6,11,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,6,16,2017,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,14,2017,1,Injury,Helmet,TRUE,NaN,FALSE,NaN
2.017E+11,2,7,14,2017,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,6,17,2017,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,6,12,2017,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,6,20,2017,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,17,2017,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,3,8,19,2017,5,Fatal Injury,No Helmet,FALSE,NaN,NaN,None
2.017E+11,1,8,17,2017,2,Injury,NaN,NaN,FALSE,FALSE,None
2.017E+11,2,8,17,2017,2,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,8,19,2017,2,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,19,2017,3,Injury,Helmet,TRUE,TRUE,FALSE,"Drugs, Alcohol, or Medication"
2.017E+11,1,8,20,2017,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,1,2017,6,Injury,No Helmet,FALSE,TRUE,FALSE,None
2.017E+11,1,7,17,2017,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,6,16,2017,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,23,2017,6,Injury,Helmet,TRUE,FALSE,NaN,NaN
2.017E+11,1,5,20,2017,4,No Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,6,19,2017,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,21,2017,7,Injury,Helmet,TRUE,TRUE,TRUE,"Drugs, Alcohol, or Medication"
2.017E+11,1,7,20,2017,1,Injury,Helmet,TRUE,NaN,NaN,NaN
2.017E+11,2,7,14,2017,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,1,2017,1,Fatal Injury,Helmet,TRUE,TRUE,FALSE,NaN
2.017E+11,2,8,17,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,5,18,2017,2,Injury,No Helmet,FALSE,TRUE,FALSE,"Drugs, Alcohol, or Medication"
2.017E+11,1,5,13,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,5,10,2017,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,11,2017,1,Fatal Injury,Helmet,TRUE,NaN,NaN,NaN
2.017E+11,1,8,18,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,1,2017,5,NaN,NaN,NaN,NaN,NaN,NaN
2.017E+11,1,5,9,2017,1,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,2,5,9,2017,1,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,2,8,9,2017,7,Injury,Helmet,TRUE,NaN,NaN,NaN
2.017E+11,2,4,10,2017,2,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,4,18,2017,2,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,4,14,2017,7,Fatal Injury,No Helmet,FALSE,FALSE,FALSE,NaN
2.017E+11,1,5,18,2017,3,Injury,Helmet,TRUE,NaN,NaN,None
2.017E+11,1,5,11,2017,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,5,16,2017,6,Injury,NaN,NaN,FALSE,FALSE,None
2.017E+11,1,5,19,2017,7,Injury,No Helmet,FALSE,TRUE,FALSE,"Drugs, Alcohol, or Medication"
2.017E+11,2,8,16,2017,4,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,8,8,2017,2,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,2,8,5,2017,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,5,13,2017,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,15,2017,5,No Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,18,2017,7,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,2,8,19,2017,5,Injury,Helmet,TRUE,FALSE,NaN,NaN
2.017E+11,2,8,10,2017,6,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,2,7,12,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,7,21,2017,2,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,7,14,2017,2,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,14,2017,7,Injury,NaN,NaN,FALSE,FALSE,None
2.017E+11,1,8,17,2017,5,Injury,Helmet,TRUE,NaN,NaN,None
2.017E+11,1,7,20,2017,6,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,7,15,2017,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,5,12,2017,7,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,7,15,2017,7,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,8,1,2017,5,Injury,Helmet,TRUE,TRUE,FALSE,"Drugs, Alcohol, or Medication"
2.017E+11,2,8,1,2017,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,8,20,2017,3,Injury,NaN,NaN,FALSE,FALSE,None
2.017E+11,1,7,18,2017,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,18,2017,5,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,8,17,2017,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,6,6,2017,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,14,2017,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,16,2017,7,Injury,No Helmet,FALSE,TRUE,FALSE,"Drugs, Alcohol, or Medication"
2.017E+11,1,8,15,2017,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,0,2017,1,Injury,No Helmet,FALSE,TRUE,FALSE,"Drugs, Alcohol, or Medication"
2.017E+11,1,8,12,2017,1,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,2,8,18,2017,4,Injury,Helmet,TRUE,FALSE,NaN,NaN
2.017E+11,1,4,7,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,4,12,2017,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,5,18,2017,6,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,2,5,16,2017,6,No Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,5,17,2017,4,No Injury,NaN,NaN,FALSE,FALSE,None
2.017E+11,1,7,7,2017,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,14,2017,6,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,6,20,2017,4,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,7,0,2017,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,4,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,12,2017,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,7,18,2017,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,7,2017,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,5,16,2017,2,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,6,6,2017,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,15,2017,4,No Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,7,20,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,5,2017,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,15,2017,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,15,2017,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,12,2017,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,11,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,19,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,4,13,2017,5,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,5,16,2017,6,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,8,19,2017,7,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,4,3,2017,7,Injury,No Helmet,FALSE,FALSE,FALSE,NaN
2.017E+11,1,6,13,2017,5,Injury,No Helmet,FALSE,NaN,NaN,NaN
2.017E+11,1,6,10,2017,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,18,2017,3,Injury,NaN,NaN,FALSE,FALSE,None
2.017E+11,2,8,2,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,20,2017,4,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,8,10,2017,2,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,9,2017,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,13,2017,1,Injury,Helmet,TRUE,NaN,NaN,None
2.017E+11,1,8,4,2017,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,18,2017,7,Injury,No Helmet,FALSE,TRUE,FALSE,"Drugs, Alcohol, or Medication"
2.017E+11,1,8,16,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,9,14,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,8,8,2017,2,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,8,19,2017,7,Injury,Helmet,TRUE,NaN,NaN,NaN
2.017E+11,2,7,21,2017,7,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,2,6,19,2017,1,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,2,8,16,2017,3,Injury,No Helmet,FALSE,NaN,NaN,NaN
2.017E+11,1,8,14,2017,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,23,2017,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,6,18,2017,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,23,2017,4,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,2,8,11,2017,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,13,2017,7,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,8,2,2017,5,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,9,23,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,12,2017,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,6,18,2017,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,8,10,2017,1,Injury,Helmet,TRUE,NaN,NaN,NaN
2.017E+11,1,7,17,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,NaN
2.017E+11,1,7,9,2017,7,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,3,7,9,2017,7,No Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,2,7,9,2017,7,No Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,2,5,4,2017,7,Injury,Helmet,TRUE,FALSE,FALSE,NaN
2.017E+11,2,8,17,2017,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,16,2017,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,8,10,2017,4,Injury,NaN,NaN,FALSE,FALSE,None
2.017E+11,2,9,17,2017,2,Injury,Helmet,TRUE,NaN,NaN,None
2.017E+11,2,9,18,2017,2,Injury,No Helmet,FALSE,NaN,NaN,NaN
2.017E+11,2,8,13,2017,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,6,22,2017,5,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,3,8,2,2017,1,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,2,8,17,2017,6,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,6,9,2017,1,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,9,20,2017,1,No Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,4,2017,4,Injury,Helmet,TRUE,NaN,NaN,NaN
2.017E+11,2,8,21,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,5,9,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,6,12,2017,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,17,2017,3,No Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,8,20,2017,3,Fatal Injury,Helmet,TRUE,NaN,NaN,NaN
2.017E+11,1,7,13,2017,1,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,7,0,2017,2,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,23,2017,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,7,18,2017,4,Injury,NaN,NaN,FALSE,FALSE,None
2.017E+11,1,7,16,2017,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,10,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,7,1,2017,7,Injury,Helmet,TRUE,TRUE,FALSE,None
2.017E+11,1,7,12,2017,7,No Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,9,2017,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,8,15,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,7,18,2017,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,17,2017,7,NaN,Helmet,TRUE,NaN,NaN,NaN
2.017E+11,1,7,12,2017,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,16,2017,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,7,9,2017,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,4,6,11,2017,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,3,6,11,2017,3,No Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,9,16,2017,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,14,2017,5,Fatal Injury,Helmet,TRUE,TRUE,TRUE,"Drugs, Alcohol, or Medication"
2.017E+11,1,9,17,2017,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,14,2017,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,21,2017,7,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,8,17,2017,7,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,7,9,2017,7,Injury,Helmet,TRUE,NaN,NaN,NaN
2.017E+11,1,8,19,2017,6,Injury,No Helmet,FALSE,TRUE,FALSE,"Drugs, Alcohol, or Medication"
2.017E+11,1,7,10,2017,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,7,10,2017,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,12,2017,7,No Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,16,2017,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,16,2017,7,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,8,12,2017,2,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,19,2017,2,Injury,Helmet,TRUE,TRUE,FALSE,"Drugs, Alcohol, or Medication"
2.017E+11,1,9,5,2017,3,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,16,2017,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,10,2017,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,3,8,8,2017,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,19,2017,3,No Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,13,2017,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,8,8,2017,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,20,2017,4,Injury,Helmet,TRUE,TRUE,FALSE,"Drugs, Alcohol, or Medication"
2.017E+11,1,9,0,2017,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,9,12,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,9,19,2017,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,3,9,7,2017,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,9,9,2017,7,No Injury,NaN,NaN,FALSE,FALSE,None
2.017E+11,2,9,20,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,9,17,2017,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,9,16,2017,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,9,21,2017,6,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,8,18,2017,7,Injury,No Helmet,FALSE,NaN,NaN,NaN
2.017E+11,2,5,12,2017,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,8,16,2017,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,17,2017,4,NaN,NaN,NaN,NaN,NaN,NaN
2.017E+11,1,8,18,2017,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,20,2017,2,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,12,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,7,2017,3,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,4,12,2017,7,No Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,7,21,2017,3,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,2,8,9,2017,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,9,14,2017,6,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,9,11,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,11,2017,5,Injury,Helmet,TRUE,NaN,NaN,NaN
2.017E+11,1,8,12,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,3,2017,1,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,8,12,2017,1,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,1,8,19,2017,7,Injury,No Helmet,FALSE,TRUE,FALSE,"Drugs, Alcohol, or Medication"
2.017E+11,1,8,5,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,7,11,2017,6,Injury,No Helmet,FALSE,FALSE,FALSE,None
2.017E+11,2,7,12,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,17,2017,7,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,17,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,19,2017,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,8,11,2017,7,Injury,NaN,NaN,FALSE,FALSE,None
2.017E+11,2,8,17,2017,6,Injury,NaN,NaN,FALSE,FALSE,None
2.017E+11,1,8,8,2017,4,Injury,Helmet,TRUE,NaN,NaN,NaN
2.017E+11,1,7,18,2017,5,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,2,8,16,2017,6,Injury,Helmet,TRUE,NaN,NaN,NaN
2.017E+11,1,8,16,2017,7,Fatal Injury,Helmet,TRUE,FALSE,FALSE,NaN
2.017E+11,1,7,13,2017,1,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,12,2017,4,Injury,Helmet,TRUE,FALSE,FALSE,None
2.017E+11,1,8,11,2017,7,Injury,Helmet,TRUE,FALSE,FALSE,None
